time,building,gld_object,property,complex_value,double_value
2022-08-10 19:55:00,R1,msource,measured_voltage_A,(12470-6.437319587672542e-13j),N/A
2022-08-10 19:55:00,R1,msource,measured_voltage_B,(-6234.999999999997-10799.33678519195j),N/A
2022-08-10 19:55:00,R1,msource,measured_voltage_C,(-6234.999999999997+10799.33678519195j),N/A
2022-08-10 19:55:00,R1,msource,measured_current_A,(9.068685838864917e-13+1.0660436119600404e-13j),N/A
2022-08-10 19:55:00,R1,msource,measured_current_B,(-9.412910809129935e-13-1.149755935356385e-13j),N/A
2022-08-10 19:55:00,R1,msource,measured_current_C,(-9.068685838864917e-13-1.0660436119600404e-13j),N/A
2022-08-10 19:55:00,R1,msource,measured_power_A,(1.1308651241064551e-08-1.329356384114171e-09j),N/A
2022-08-10 19:55:00,R1,msource,measured_power_B,(7.110610046161211e-09+9.448446569982077e-09j),N/A
2022-08-10 19:55:00,R1,msource,measured_power_C,(4.503069221206378e-09-1.0458257449357408e-08j),N/A
2022-08-10 20:00:00,R1,msource,measured_voltage_A,(12210.509143151217-1.9248113938618386e-12j),N/A
2022-08-10 20:00:00,R1,msource,measured_voltage_B,(-6105.254571575606-10574.611111111113j),N/A
2022-08-10 20:00:00,R1,msource,measured_voltage_C,(-6105.254571575604+10574.61111111111j),N/A
2022-08-10 20:00:00,R1,msource,measured_current_A,(-2.8237803536421797e-12+2.303805337513415e-12j),N/A
2022-08-10 20:00:00,R1,msource,measured_current_B,(-2.0513524521358958e-12-5.688815166518802e-12j),N/A
2022-08-10 20:00:00,R1,msource,measured_current_C,(-2.8207062070870103e-12-2.937766111233643e-13j),N/A
2022-08-10 20:00:00,R1,msource,measured_power_A,(-3.447979582639862e-08-2.813063613774812e-08j),N/A
2022-08-10 20:00:00,R1,msource,measured_power_B,(7.268103700524265e-08-1.3039410369076287e-08j),N/A
2022-08-10 20:00:00,R1,msource,measured_power_C,(1.4114556049719956e-08-3.162145219672528e-08j),N/A
2022-08-10 20:05:00,R1,msource,measured_voltage_A,(12212.2283639528+1.4398371574057755e-12j),N/A
2022-08-10 20:05:00,R1,msource,measured_voltage_B,(-6106.114181976397-10576.099999999999j),N/A
2022-08-10 20:05:00,R1,msource,measured_voltage_C,(-6106.114181976399+10576.1j),N/A
2022-08-10 20:05:00,R1,msource,measured_current_A,(2.3290603348984757e-13+2.625321928602571e-12j),N/A
2022-08-10 20:05:00,R1,msource,measured_current_B,(4.440303065319575e-12+3.2418524379377685e-12j),N/A
2022-08-10 20:05:00,R1,msource,measured_current_C,(-2.3290603348984757e-13-2.625321928602571e-12j),N/A
2022-08-10 20:05:00,R1,msource,measured_power_A,(2.844301668320461e-09-3.206103092098758e-08j),N/A
2022-08-10 20:05:00,R1,msource,measured_power_B,(-6.139915308829475e-08-2.7165968101959784e-08j),N/A
2022-08-10 20:05:00,R1,msource,measured_power_C,(-2.634351641493342e-08-1.8493752961285768e-08j),N/A
